pHLogSN,Site,pHLogIntMin,DateTimeGMT,pHTempF,mV,pH,Bottle,CuOnField
20350292,BARN,30,2018-07-23 17:00:00,80.43,-74.74,8.03,,Y
20350292,BARN,30,2018-07-23 17:30:00,79.77,-75.75,8.05,,Y
20350292,BARN,30,2018-07-23 18:00:00,78.36,-75.53,8.05,,Y
20350292,BARN,30,2018-07-23 18:30:00,76.96,-75.86,8.06,,Y
20350292,BARN,30,2018-07-23 19:00:00,76.92,-75.42,8.05,,Y
20350292,BARN,30,2018-07-23 19:30:00,74.79,-75.85,8.07,,Y
20350292,BARN,30,2018-07-23 20:00:00,73.84,-74.30,8.04,,Y
20350292,BARN,30,2018-07-23 20:30:00,71.04,-72.85,8.02,,Y
20350292,BARN,30,2018-07-23 21:00:00,67.30,-74.08,8.05,,Y
20350292,BARN,30,2018-07-23 21:30:00,64.61,-73.10,8.03,,Y
20350292,BARN,30,2018-07-23 22:00:00,64.01,-71.60,8.01,,Y
20350292,BARN,30,2018-07-23 22:30:00,63.71,-73.00,8.03,,Y
20350292,BARN,30,2018-07-23 23:00:00,64.44,-69.66,7.97,,Y
20350292,BARN,30,2018-07-23 23:30:00,64.52,-70.81,7.99,,Y
20350292,BARN,30,2018-07-24 0:00:00,66.79,-68.99,7.95,,Y
20350292,BARN,30,2018-07-24 0:30:00,71.55,-71.00,7.98,,Y
20350292,BARN,30,2018-07-24 1:00:00,73.67,-70.10,7.96,,Y
20350292,BARN,30,2018-07-24 1:30:00,74.57,-68.08,7.92,,Y
20350292,BARN,30,2018-07-24 2:00:00,75.35,-65.13,7.86,,Y
20350292,BARN,30,2018-07-24 2:30:00,75.83,-59.94,7.76,,Y
20350292,BARN,30,2018-07-24 3:00:00,76.09,-53.85,7.65,,Y
20350292,BARN,30,2018-07-24 3:30:00,75.96,-48.38,7.55,,Y
20350292,BARN,30,2018-07-24 4:00:00,75.57,-43.06,7.45,,Y
20350292,BARN,30,2018-07-24 4:30:00,75.27,-34.86,7.29,,Y
20350292,BARN,30,2018-07-24 5:00:00,76.09,-42.81,7.44,,Y
20350292,BARN,30,2018-07-24 5:30:00,74.31,-48.97,7.56,,Y
20350292,BARN,30,2018-07-24 6:00:00,76.14,-57.11,7.71,,Y
20350292,BARN,30,2018-07-24 6:30:00,75.48,-54.64,7.66,,Y
20350292,BARN,30,2018-07-24 7:00:00,74.49,-58.06,7.73,,Y
20350292,BARN,30,2018-07-24 7:30:00,74.06,-61.02,7.79,,Y
20350292,BARN,30,2018-07-24 8:00:00,74.06,-64.85,7.86,,Y
20350292,BARN,30,2018-07-24 8:30:00,70.78,-67.33,7.91,,Y
20350292,BARN,30,2018-07-24 9:00:00,71.98,-68.17,7.93,,Y
20350292,BARN,30,2018-07-24 9:30:00,70.09,-69.85,7.96,,Y
20350292,BARN,30,2018-07-24 10:00:00,65.68,-71.24,8.00,,Y
20350292,BARN,30,2018-07-24 10:30:00,65.51,-68.81,7.95,,Y
20350292,BARN,30,2018-07-24 11:00:00,65.08,-72.44,8.02,,Y
20350292,BARN,30,2018-07-24 11:30:00,66.11,-69.99,7.97,,Y
20350292,BARN,30,2018-07-24 12:00:00,66.75,-72.83,8.02,,Y
20350292,BARN,30,2018-07-24 12:30:00,68.98,-72.47,8.01,,Y
20350292,BARN,30,2018-07-24 13:00:00,73.23,-71.80,7.99,,Y
20350292,BARN,30,2018-07-24 13:30:00,74.70,-71.75,7.99,,Y
20350292,BARN,30,2018-07-24 14:00:00,75.92,-72.24,8.00,,Y
20350292,BARN,30,2018-07-24 14:30:00,77.62,-72.96,8.01,,Y
20350292,BARN,30,2018-07-24 15:00:00,79.37,-73.86,8.02,,Y
20350292,BARN,30,2018-07-24 15:30:00,81.00,-75.28,8.04,,Y
20350292,BARN,30,2018-07-24 16:00:00,81.89,-76.08,8.06,,Y
20350292,BARN,30,2018-07-24 16:30:00,82.38,-75.49,8.04,,Y
20350292,BARN,30,2018-07-24 17:00:00,82.42,-75.61,8.05,,Y
20350292,BARN,30,2018-07-24 17:30:00,81.58,-79.10,8.11,,Y
20350292,BARN,30,2018-07-24 18:00:00,81.49,-74.61,8.03,,Y
20350292,BARN,30,2018-07-24 18:30:00,80.29,-76.03,8.06,,Y
20350292,BARN,30,2018-07-24 19:00:00,77.49,-75.60,8.06,,Y
20350292,BARN,30,2018-07-24 19:30:00,77.88,-73.83,8.02,,Y
20350292,BARN,30,2018-07-24 20:00:00,75.66,-75.03,8.05,,Y
20350292,BARN,30,2018-07-24 20:30:00,73.97,-74.74,8.05,,Y
20350292,BARN,30,2018-07-24 21:00:00,73.62,-72.02,8.00,,Y
20350292,BARN,30,2018-07-24 21:30:00,70.31,-73.38,8.03,,Y
20350292,BARN,30,2018-07-24 22:00:00,66.49,-72.94,8.03,,Y
20350292,BARN,30,2018-07-24 22:30:00,64.95,-72.17,8.01,,Y
20350292,BARN,30,2018-07-24 23:00:00,65.04,-71.50,8.00,,Y
20350292,BARN,30,2018-07-24 23:30:00,64.09,-72.21,8.02,,Y
20350292,BARN,30,2018-07-25 0:00:00,64.95,-66.25,7.90,,Y
20350292,BARN,30,2018-07-25 0:30:00,64.69,-66.16,7.90,,Y
20350292,BARN,30,2018-07-25 1:00:00,69.02,-68.58,7.94,,Y
20350292,BARN,30,2018-07-25 1:30:00,72.80,-69.30,7.95,,Y
20350292,BARN,30,2018-07-25 2:00:00,73.97,-67.74,7.91,,Y
20350292,BARN,30,2018-07-25 2:30:00,75.14,-64.81,7.86,,Y
20350292,BARN,30,2018-07-25 3:00:00,75.92,-60.58,7.78,,Y
20350292,BARN,30,2018-07-25 3:30:00,76.35,-54.10,7.65,,Y
20350292,BARN,30,2018-07-25 4:00:00,76.75,-48.35,7.54,,Y
20350292,BARN,30,2018-07-25 4:30:00,76.57,-41.66,7.42,,Y
20350292,BARN,30,2018-07-25 5:00:00,76.31,-37.58,7.34,,Y
20350292,BARN,30,2018-07-25 5:30:00,76.75,-38.92,7.37,,Y
20350292,BARN,30,2018-07-25 6:00:00,76.62,-38.50,7.36,,Y
20350292,BARN,30,2018-07-25 6:30:00,75.88,-50.08,7.58,,Y
20350292,BARN,30,2018-07-25 7:00:00,77.14,-54.75,7.66,,Y
20350292,BARN,30,2018-07-25 7:30:00,75.44,-52.00,7.61,,Y
20350292,BARN,30,2018-07-25 8:00:00,75.01,-59.45,7.76,,Y
20350292,BARN,30,2018-07-25 8:30:00,75.05,-60.47,7.77,,Y
20350292,BARN,30,2018-07-25 9:00:00,73.97,-65.21,7.87,,Y
20350292,BARN,30,2018-07-25 9:30:00,71.94,-66.27,7.89,,Y
20350292,BARN,30,2018-07-25 10:00:00,73.19,-68.30,7.93,,Y
20350292,BARN,30,2018-07-25 10:30:00,68.89,-71.08,7.99,,Y
20350292,BARN,30,2018-07-25 11:00:00,66.88,-69.47,7.96,,Y
20350292,BARN,30,2018-07-25 11:30:00,67.48,-72.47,8.02,,Y
20350292,BARN,30,2018-07-25 12:00:00,67.05,-70.67,7.98,,Y
20350292,BARN,30,2018-07-25 12:30:00,68.76,-70.83,7.98,,Y
20350292,BARN,30,2018-07-25 13:00:00,69.75,-71.83,8.00,,Y
20350292,BARN,30,2018-07-25 13:30:00,73.10,-72.53,8.01,,Y
20350292,BARN,30,2018-07-25 14:00:00,74.92,-72.10,7.99,,Y
20350292,BARN,30,2018-07-25 14:30:00,76.18,-72.86,8.01,,Y
20350292,BARN,30,2018-07-25 15:00:00,77.18,-73.44,8.02,,Y
20350292,BARN,30,2018-07-25 15:30:00,78.58,-74.05,8.02,,Y
20350292,BARN,30,2018-07-25 16:00:00,79.72,-74.38,8.03,,Y
20350292,BARN,30,2018-07-25 16:30:00,80.43,-74.91,8.04,,Y
20350292,BARN,30,2018-07-25 17:00:00,80.56,-74.63,8.03,,Y
20350292,BARN,30,2018-07-25 17:30:00,80.43,-70.61,7.96,,Y
20350292,BARN,30,2018-07-25 18:00:00,80.16,-73.52,8.01,,Y
20350292,BARN,30,2018-07-25 18:30:00,79.63,-74.06,8.02,,Y
20350292,BARN,30,2018-07-25 19:00:00,79.28,-73.11,8.01,,Y
20350292,BARN,30,2018-07-25 19:30:00,76.83,-73.58,8.02,,Y
20350292,BARN,30,2018-07-25 20:00:00,76.05,-74.03,8.03,,Y
20350292,BARN,30,2018-07-25 20:30:00,76.40,-73.60,8.02,,Y
20350292,BARN,30,2018-07-25 21:00:00,73.67,-74.22,8.04,,Y
20350292,BARN,30,2018-07-25 21:30:00,73.54,-72.53,8.01,,Y
20350292,BARN,30,2018-07-25 22:00:00,71.30,-71.41,7.99,,Y
20350292,BARN,30,2018-07-25 22:30:00,66.11,-70.47,7.98,,Y
20350292,BARN,30,2018-07-25 23:00:00,62.64,-68.92,7.96,,Y
20350292,BARN,30,2018-07-25 23:30:00,61.87,-66.97,7.92,,Y
20350292,BARN,30,2018-07-26 0:00:00,60.88,-67.94,7.94,,Y
20350292,BARN,30,2018-07-26 0:30:00,62.59,-66.97,7.92,,Y
20350292,BARN,30,2018-07-26 1:00:00,62.55,-64.05,7.86,,Y
20350292,BARN,30,2018-07-26 1:30:00,65.29,-67.36,7.92,,Y
20350292,BARN,30,2018-07-26 2:00:00,70.39,-69.14,7.95,,Y
20350292,BARN,30,2018-07-26 2:30:00,72.85,-68.58,7.93,,Y
20350292,BARN,30,2018-07-26 3:00:00,73.88,-66.42,7.89,,Y
20350292,BARN,30,2018-07-26 3:30:00,74.66,-62.46,7.81,,Y
20350292,BARN,30,2018-07-26 4:00:00,75.18,-56.75,7.70,,Y
20350292,BARN,30,2018-07-26 4:30:00,75.27,-50.99,7.60,,Y
20350292,BARN,30,2018-07-26 5:00:00,75.09,-46.83,7.52,,Y
20350292,BARN,30,2018-07-26 5:30:00,74.83,-42.78,7.44,,Y
20350292,BARN,30,2018-07-26 6:00:00,74.79,-37.77,7.35,,Y
20350292,BARN,30,2018-07-26 6:30:00,75.18,-41.00,7.41,,Y
20350292,BARN,30,2018-07-26 7:00:00,74.88,-42.58,7.44,,Y
20350292,BARN,30,2018-07-26 7:30:00,75.01,-54.81,7.67,,Y
20350292,BARN,30,2018-07-26 8:00:00,74.79,-55.10,7.67,,Y
20350292,BARN,30,2018-07-26 8:30:00,73.49,-58.88,7.75,,Y
20350292,BARN,30,2018-07-26 9:00:00,73.88,-59.99,7.77,,Y
20350292,BARN,30,2018-07-26 9:30:00,74.06,-63.44,7.83,,Y
20350292,BARN,30,2018-07-26 10:00:00,70.78,-66.28,7.89,,Y
20350292,BARN,30,2018-07-26 10:30:00,71.68,-67.08,7.91,,Y
20350292,BARN,30,2018-07-26 11:00:00,66.11,-67.91,7.93,,Y
20350292,BARN,30,2018-07-26 11:30:00,62.47,-68.08,7.94,,Y
20350292,BARN,30,2018-07-26 12:00:00,61.35,-65.58,7.89,,Y
20350292,BARN,30,2018-07-26 12:30:00,60.58,-67.99,7.94,,Y
20350292,BARN,30,2018-07-26 13:00:00,61.27,-66.61,7.91,,Y
20350292,BARN,30,2018-07-26 13:30:00,61.91,-66.97,7.92,,Y
20350292,BARN,30,2018-07-26 14:00:00,62.55,-68.50,7.95,,Y
20350292,BARN,30,2018-07-26 14:30:00,67.00,-69.49,7.96,,Y
20350292,BARN,30,2018-07-26 15:00:00,71.73,-70.58,7.97,,Y
20350292,BARN,30,2018-07-26 15:30:00,74.01,-70.27,7.96,,Y
20350292,BARN,30,2018-07-26 16:00:00,75.01,-69.53,7.95,,Y
20350292,BARN,30,2018-07-26 16:30:00,76.01,-68.85,7.93,,Y
20350292,BARN,30,2018-07-26 17:00:00,77.09,-68.02,7.91,,Y
20350292,BARN,30,2018-07-26 17:30:00,77.71,-67.03,7.89,,Y
20350292,BARN,30,2018-07-26 18:00:00,77.92,-63.44,7.83,,Y
20350292,BARN,30,2018-07-26 18:30:00,77.84,-61.96,7.80,,Y
20350292,BARN,30,2018-07-26 19:00:00,77.66,-68.19,7.92,,Y
20350292,BARN,30,2018-07-26 19:30:00,77.09,-68.56,7.92,,Y
20350292,BARN,30,2018-07-26 20:00:00,76.01,-68.53,7.93,,Y
20350292,BARN,30,2018-07-26 20:30:00,73.88,-70.08,7.96,,Y
20350292,BARN,30,2018-07-26 21:00:00,73.10,-69.31,7.95,,Y
20350292,BARN,30,2018-07-26 21:30:00,71.34,-70.74,7.98,,Y
20350292,BARN,30,2018-07-26 22:00:00,70.18,-69.75,7.96,,Y
20350292,BARN,30,2018-07-26 22:30:00,69.32,-70.21,7.97,,Y
20350292,BARN,30,2018-07-26 23:00:00,63.96,-67.88,7.93,,Y
20350292,BARN,30,2018-07-26 23:30:00,60.75,-68.19,7.95,,Y
20350292,BARN,30,2018-07-27 0:00:00,59.76,-67.66,7.94,,Y
20350292,BARN,30,2018-07-27 0:30:00,59.50,-67.99,7.94,,Y
20350292,BARN,30,2018-07-27 1:00:00,59.07,-68.97,7.96,,Y
20350292,BARN,30,2018-07-27 1:30:00,59.46,-62.67,7.84,,Y
20350292,BARN,30,2018-07-27 2:00:00,59.55,-62.53,7.84,,Y
20350292,BARN,30,2018-07-27 2:30:00,59.50,-64.63,7.88,,Y
20350292,BARN,30,2018-07-27 3:00:00,67.69,-65.61,7.88,,Y
20350292,BARN,30,2018-07-27 3:30:00,70.69,-63.88,7.85,,Y
20350292,BARN,30,2018-07-27 4:00:00,72.03,-59.69,7.76,,Y
20350292,BARN,30,2018-07-27 4:30:00,72.89,-54.75,7.67,,Y
20350292,BARN,30,2018-07-27 5:00:00,73.45,-47.69,7.53,,Y
20350292,BARN,30,2018-07-27 5:30:00,73.93,-40.45,7.40,,Y
20350292,BARN,30,2018-07-27 6:00:00,73.80,-34.88,7.29,,Y
20350292,BARN,30,2018-07-27 6:30:00,73.67,-30.97,7.22,,Y
20350292,BARN,30,2018-07-27 7:00:00,73.84,-32.44,7.25,,Y
20350292,BARN,30,2018-07-27 7:30:00,74.06,-33.41,7.26,,Y
20350292,BARN,30,2018-07-27 8:00:00,73.88,-47.36,7.53,,Y
20350292,BARN,30,2018-07-27 8:30:00,74.70,-52.13,7.62,,Y
20350292,BARN,30,2018-07-27 9:00:00,73.54,-53.25,7.64,,Y
20350292,BARN,30,2018-07-27 9:30:00,73.15,-59.25,7.75,,Y
20350292,BARN,30,2018-07-27 10:00:00,73.15,-62.10,7.81,,Y
20350292,BARN,30,2018-07-27 10:30:00,70.35,-66.83,7.90,,Y
20350292,BARN,30,2018-07-27 11:00:00,70.39,-66.06,7.89,,Y
20350292,BARN,30,2018-07-27 11:30:00,67.48,-68.00,7.93,,Y
20350292,BARN,30,2018-07-27 12:00:00,65.08,-71.64,8.00,,Y
20350292,BARN,30,2018-07-27 12:30:00,64.09,-67.81,7.93,,Y
20350292,BARN,30,2018-07-27 13:00:00,64.69,-72.66,8.02,,Y
20350292,BARN,30,2018-07-27 13:30:00,63.58,-72.24,8.02,,Y
20350292,BARN,30,2018-07-27 14:00:00,64.52,-69.22,7.96,,Y
20350292,BARN,30,2018-07-27 14:30:00,64.39,-70.83,7.99,,Y
20350292,BARN,30,2018-07-27 15:00:00,67.73,-71.35,7.99,,Y
20350292,BARN,30,2018-07-27 15:30:00,72.20,-70.85,7.98,,Y
20350292,BARN,30,2018-07-27 16:00:00,74.36,-70.99,7.97,,Y
20350292,BARN,30,2018-07-27 16:30:00,75.70,-71.55,7.98,,Y
20350292,BARN,30,2018-07-27 17:00:00,77.53,-72.67,8.00,,Y
20350292,BARN,30,2018-07-27 17:30:00,79.11,-72.85,8.00,,Y
20350292,BARN,30,2018-07-27 18:00:00,80.29,-72.46,7.99,,Y
20350292,BARN,30,2018-07-27 18:30:00,80.69,-70.33,7.95,,Y
20350292,BARN,30,2018-07-27 19:00:00,80.43,-67.11,7.89,,Y
20350292,BARN,30,2018-07-27 19:30:00,80.03,-68.91,7.93,,Y
20350292,BARN,30,2018-07-27 20:00:00,79.02,-69.52,7.94,,Y
20350292,BARN,30,2018-07-27 20:30:00,77.40,-68.46,7.92,,Y
20350292,BARN,30,2018-07-27 21:00:00,75.79,-67.30,7.90,,Y
20350292,BARN,30,2018-07-27 21:30:00,74.23,-68.35,7.92,,Y
20350292,BARN,30,2018-07-27 22:00:00,72.11,-68.92,7.94,,Y
20350292,BARN,30,2018-07-27 22:30:00,70.99,-69.86,7.96,,Y
20350292,BARN,30,2018-07-27 23:00:00,71.51,-67.86,7.92,,Y
20350292,BARN,30,2018-07-27 23:30:00,68.89,-69.13,7.95,,Y
20350292,BARN,30,2018-07-28 0:00:00,66.06,-68.61,7.94,,Y
20350292,BARN,30,2018-07-28 0:30:00,64.56,-70.72,7.99,,Y
20350292,BARN,30,2018-07-28 1:00:00,63.67,-69.27,7.96,,Y
20350292,BARN,30,2018-07-28 1:30:00,62.85,-71.36,8.00,,Y
20350292,BARN,30,2018-07-28 2:00:00,63.88,-69.05,7.96,,Y
20350292,BARN,30,2018-07-28 2:30:00,64.65,-68.80,7.95,,Y
20350292,BARN,30,2018-07-28 3:00:00,63.79,-66.19,7.90,,Y
20350292,BARN,30,2018-07-28 3:30:00,69.71,-64.02,7.85,,Y
20350292,BARN,30,2018-07-28 4:00:00,71.51,-62.96,7.83,,Y
20350292,BARN,30,2018-07-28 4:30:00,72.59,-59.11,7.75,,Y
20350292,BARN,30,2018-07-28 5:00:00,73.54,-54.63,7.67,,Y
20350292,BARN,30,2018-07-28 5:30:00,74.10,-47.75,7.54,,Y
20350292,BARN,30,2018-07-28 6:00:00,74.49,-40.31,7.39,,Y
20350292,BARN,30,2018-07-28 6:30:00,74.75,-33.55,7.27,,Y
20350292,BARN,30,2018-07-28 7:00:00,74.75,-28.95,7.18,,Y
20350292,BARN,30,2018-07-28 7:30:00,74.88,-26.77,7.14,,Y
20350292,BARN,30,2018-07-28 8:00:00,75.62,-31.45,7.23,,Y
20350292,BARN,30,2018-07-28 8:30:00,75.05,-42.31,7.43,,Y
20350292,BARN,30,2018-07-28 9:00:00,76.14,-50.24,7.58,,Y
20350292,BARN,30,2018-07-28 9:30:00,74.79,-51.63,7.61,,Y
20350292,BARN,30,2018-07-28 10:00:00,74.49,-59.39,7.76,,Y
20350292,BARN,30,2018-07-28 10:30:00,73.88,-60.72,7.78,,Y
20350292,BARN,30,2018-07-28 11:00:00,71.98,-66.19,7.89,,Y
20350292,BARN,30,2018-07-28 11:30:00,72.16,-65.21,7.87,,Y
20350292,BARN,30,2018-07-28 12:00:00,70.48,-68.39,7.93,,Y
20350292,BARN,30,2018-07-28 12:30:00,66.32,-71.14,7.99,,Y
20350292,BARN,30,2018-07-28 13:00:00,65.04,-71.77,8.01,,Y
20350292,BARN,30,2018-07-28 13:30:00,65.12,-71.02,7.99,,Y
20350292,BARN,30,2018-07-28 14:00:00,64.35,-72.66,8.03,,Y
20350292,BARN,30,2018-07-28 14:30:00,65.04,-70.96,7.99,,Y
20350292,BARN,30,2018-07-28 15:00:00,64.82,-71.16,8.00,,Y
20350292,BARN,30,2018-07-28 15:30:00,65.59,-68.31,7.94,,Y
20350292,BARN,30,2018-07-28 16:00:00,72.07,-68.06,7.92,,Y
20350292,BARN,30,2018-07-28 16:30:00,74.31,-67.49,7.91,,Y
20350292,BARN,30,2018-07-28 17:00:00,75.22,-67.27,7.90,,Y
20350292,BARN,30,2018-07-28 17:30:00,76.09,-65.00,7.86,,Y
20350292,BARN,30,2018-07-28 18:00:00,77.05,-62.86,7.82,,Y
20350292,BARN,30,2018-07-28 18:30:00,77.71,-60.81,7.78,,Y
20350292,BARN,30,2018-07-28 19:00:00,77.66,-55.78,7.68,,Y
20350292,BARN,30,2018-07-28 19:30:00,77.49,-48.49,7.55,,Y
20350292,BARN,30,2018-07-28 20:00:00,77.62,-51.88,7.61,,Y
20350292,BARN,30,2018-07-28 20:30:00,76.40,-59.28,7.75,,Y
20350292,BARN,30,2018-07-28 21:00:00,76.31,-59.16,7.75,,Y
20350292,BARN,30,2018-07-28 21:30:00,74.92,-60.67,7.78,,Y
20350292,BARN,30,2018-07-28 22:00:00,73.06,-63.11,7.83,,Y
20350292,BARN,30,2018-07-28 22:30:00,72.54,-63.89,7.84,,Y
20350292,BARN,30,2018-07-28 23:00:00,69.92,-66.94,7.91,,Y
20350292,BARN,30,2018-07-28 23:30:00,70.78,-64.75,7.86,,Y
20350292,BARN,30,2018-07-29 0:00:00,68.72,-67.41,7.92,,Y
20350292,BARN,30,2018-07-29 0:30:00,65.68,-66.77,7.91,,Y
20350292,BARN,30,2018-07-29 1:00:00,64.52,-69.38,7.96,,Y
20350292,BARN,30,2018-07-29 1:30:00,63.92,-67.49,7.93,,Y
20350292,BARN,30,2018-07-29 2:00:00,63.49,-70.42,7.98,,Y
20350292,BARN,30,2018-07-29 2:30:00,63.49,-67.30,7.92,,Y
20350292,BARN,30,2018-07-29 3:00:00,66.79,-64.17,7.86,,Y
20350292,BARN,30,2018-07-29 3:30:00,65.59,-58.56,7.75,,Y
20350292,BARN,30,2018-07-29 4:00:00,69.40,-61.78,7.81,,Y
20350292,BARN,30,2018-07-29 4:30:00,70.52,-59.30,7.76,,Y
20350292,BARN,30,2018-07-29 5:00:00,71.30,-56.33,7.70,,Y
20350292,BARN,30,2018-07-29 5:30:00,72.07,-50.10,7.58,,Y
20350292,BARN,30,2018-07-29 6:00:00,72.46,-43.70,7.46,,Y
20350292,BARN,30,2018-07-29 6:30:00,72.67,-36.58,7.32,,Y
20350292,BARN,30,2018-07-29 7:00:00,72.93,-30.78,7.21,,Y
20350292,BARN,30,2018-07-29 7:30:00,73.02,-27.47,7.15,,Y
20350292,BARN,30,2018-07-29 8:00:00,73.15,-25.63,7.12,,Y
20350292,BARN,30,2018-07-29 8:30:00,73.62,-26.74,7.14,,Y
20350292,BARN,30,2018-07-29 9:00:00,74.31,-34.02,7.28,,Y
20350292,BARN,30,2018-07-29 9:30:00,75.18,-47.49,7.53,,Y
20350292,BARN,30,2018-07-29 10:00:00,74.10,-51.63,7.61,,Y
20350292,BARN,30,2018-07-29 10:30:00,74.27,-56.17,7.69,,Y
20350292,BARN,30,2018-07-29 11:00:00,73.15,-60.02,7.77,,Y
20350292,BARN,30,2018-07-29 11:30:00,71.81,-66.71,7.90,,Y
20350292,BARN,30,2018-07-29 12:00:00,71.38,-64.69,7.86,,Y
20350292,BARN,30,2018-07-29 12:30:00,71.51,-67.36,7.91,,Y
20350292,BARN,30,2018-07-29 13:00:00,67.52,-70.83,7.98,,Y
20350292,BARN,30,2018-07-29 13:30:00,65.55,-72.78,8.03,,Y
20350292,BARN,30,2018-07-29 14:00:00,65.21,-72.46,8.02,,Y
20350292,BARN,30,2018-07-29 14:30:00,65.51,-73.78,8.04,,Y
20350292,BARN,30,2018-07-29 15:00:00,65.38,-72.11,8.01,,Y
20350292,BARN,30,2018-07-29 15:30:00,65.38,-74.05,8.05,,Y
20350292,BARN,30,2018-07-29 16:00:00,65.38,-74.28,8.05,,Y
20350292,BARN,30,2018-07-29 16:30:00,70.74,-71.14,7.98,,Y
20350292,BARN,30,2018-07-29 17:00:00,73.93,-70.53,7.97,,Y
20350292,BARN,30,2018-07-29 17:30:00,74.92,-70.39,7.96,,Y
20350292,BARN,30,2018-07-29 18:00:00,76.05,-69.77,7.95,,Y
20350292,BARN,30,2018-07-29 18:30:00,77.09,-68.66,7.93,,Y
20350292,BARN,30,2018-07-29 19:00:00,77.88,-66.99,7.89,,Y
20350292,BARN,30,2018-07-29 19:30:00,77.97,-64.60,7.85,,Y
20350292,BARN,30,2018-07-29 20:00:00,77.66,-58.83,7.74,,Y
20350292,BARN,30,2018-07-29 20:30:00,77.53,-57.50,7.72,,Y
20350292,BARN,30,2018-07-29 21:00:00,76.14,-64.02,7.84,,Y
20350292,BARN,30,2018-07-29 21:30:00,76.88,-63.49,7.83,,Y
20350292,BARN,30,2018-07-29 22:00:00,75.31,-63.24,7.83,,Y
20350292,BARN,30,2018-07-29 22:30:00,73.45,-66.94,7.90,,Y
20350292,BARN,30,2018-07-29 23:00:00,73.06,-67.13,7.90,,Y
20350292,BARN,30,2018-07-29 23:30:00,71.42,-68.28,7.93,,Y
20350292,BARN,30,2018-07-30 0:00:00,71.12,-69.08,7.94,,Y
20350292,BARN,30,2018-07-30 0:30:00,70.78,-69.33,7.95,,Y
20350292,BARN,30,2018-07-30 1:00:00,68.03,-70.42,7.98,,Y
20350292,BARN,30,2018-07-30 1:30:00,66.28,-71.49,8.00,,Y
20350292,BARN,30,2018-07-30 2:00:00,65.63,-71.39,8.00,,Y
20350292,BARN,30,2018-07-30 2:30:00,65.89,-70.91,7.99,,Y
20350292,BARN,30,2018-07-30 3:00:00,65.42,-72.38,8.02,,Y
20350292,BARN,30,2018-07-30 3:30:00,66.96,-69.67,7.96,,Y
20350292,BARN,30,2018-07-30 4:00:00,67.43,-66.83,7.91,,Y
20350292,BARN,30,2018-07-30 4:30:00,69.92,-66.08,7.89,,Y
20350292,BARN,30,2018-07-30 5:00:00,70.65,-64.11,7.85,,Y
20350292,BARN,30,2018-07-30 5:30:00,71.17,-60.91,7.79,,Y
20350292,BARN,30,2018-07-30 6:00:00,71.77,-55.30,7.68,,Y
20350292,BARN,30,2018-07-30 6:30:00,72.07,-48.53,7.55,,Y
20350292,BARN,30,2018-07-30 7:00:00,72.16,-42.27,7.43,,Y
20350292,BARN,30,2018-07-30 7:30:00,72.24,-36.91,7.33,,Y
20350292,BARN,30,2018-07-30 8:00:00,72.41,-34.80,7.29,,Y
20350292,BARN,30,2018-07-30 8:30:00,72.46,-30.64,7.21,,Y
20350292,BARN,30,2018-07-30 9:00:00,72.98,-33.08,7.26,,Y
20350292,BARN,30,2018-07-30 9:30:00,74.10,-41.38,7.41,,Y
20350292,BARN,30,2018-07-30 10:00:00,74.96,-52.20,7.62,,Y
20350292,BARN,30,2018-07-30 10:30:00,74.66,-53.83,7.65,,Y
20350292,BARN,30,2018-07-30 11:00:00,74.31,-59.38,7.75,,Y
20350292,BARN,30,2018-07-30 11:30:00,73.75,-62.77,7.82,,Y
20350292,BARN,30,2018-07-30 12:00:00,73.06,-66.94,7.90,,Y
20350292,BARN,30,2018-07-30 12:30:00,72.33,-68.33,7.93,,Y
20350292,BARN,30,2018-07-30 13:00:00,72.33,-69.77,7.96,,Y
20350292,BARN,30,2018-07-30 13:30:00,69.62,-72.83,8.02,,Y
20350292,BARN,30,2018-07-30 14:00:00,68.16,-74.55,8.05,,Y
20350292,BARN,30,2018-07-30 14:30:00,67.78,-74.49,8.05,,Y
20350292,BARN,30,2018-07-30 15:00:00,68.03,-75.81,8.08,,Y
20350292,BARN,30,2018-07-30 15:30:00,67.65,-76.71,8.10,,Y
20350292,BARN,30,2018-07-30 16:00:00,68.03,-74.38,8.05,,Y
20350292,BARN,30,2018-07-30 16:30:00,68.98,-74.00,8.04,,Y
20350292,BARN,30,2018-07-30 17:00:00,71.64,-71.49,7.99,,Y
20350292,BARN,30,2018-07-30 17:30:00,73.06,-70.78,7.97,,Y
20350292,BARN,30,2018-07-30 18:00:00,73.84,-69.99,7.96,,Y
20350292,BARN,30,2018-07-30 18:30:00,74.62,-68.72,7.93,,Y
20350292,BARN,30,2018-07-30 19:00:00,75.48,-66.60,7.89,,Y
20350292,BARN,30,2018-07-30 19:30:00,76.05,-62.69,7.82,,Y
20350292,BARN,30,2018-07-30 20:00:00,76.18,-57.86,7.72,,Y
20350292,BARN,30,2018-07-30 20:30:00,75.92,-51.85,7.61,,Y
20350292,BARN,30,2018-07-30 21:00:00,75.96,-51.72,7.61,,Y
20350292,BARN,30,2018-07-30 21:30:00,75.75,-54.19,7.66,,Y
20350292,BARN,30,2018-07-30 22:00:00,75.62,-59.13,7.75,,Y
20350292,BARN,30,2018-07-30 22:30:00,74.36,-61.52,7.80,,Y
