pH_batch,date.x,Tank,ParentTrt,mV_1,mV_2,mV_3,mV_mean,salinity_1.x,salinity_2.x,salinity_3.x,sal_mean,pH_meas,NBScorr,pHNBS,TotalCorr,pHTotal,salinity_batch,salinity,temperature,Exposure_vals,Block,bottle_sample,bottle_ID_AUTO,rundate_DDMMMYYYY,Ries_ID_AUTO,Actual_Ries_ID,Recalculated,Flag,UseForCalcite,mV,VindtaTemp,DIC_raw,DIC_corr,DIC_fromAlk,Alk_raw,Alk_corr,pCO2_ATDIC,HCO3_ATDIC,CO3_ATDIC,CO2_ATDIC,SatCalcite_ATDIC,SatArag_ATDIC,salinity_1.y,salinity_2.y,salinity_3.y,salinity_avg,crm,crm_salinity,salinity_corr,ph7_1,ph7_2,ph7_3,pH7_avg,ph10_1,ph10_2,ph10_3,pH10_avg,slope,intercept
16,20180629,25,Acclimation,-89,-88,-90,-89,19.6,19.6,19.6,19.6,7.913793103,0.1341728,8.047965903,-0.129054855,7.918911048,16,19.44533333,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.5,33.5,33.46666667,162,33.312,-0.154666667,-36,-36,-36,-36,-210,-210,-210,-210,-0.017241379,6.379310345
18,20180705,15,2600,-38,-38,-38,-38,20.1,20,20,20.03333333,7.033962264,0.1367028,7.170665064,-0.129054855,7.041610209,18,19.812,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,9,2600,-41,-41,-42,-41.33333333,20,20,20,20,7.090566038,0.1367028,7.227268838,-0.129054855,7.098213983,18,19.812,18.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,10,400,-81,-81,-81,-81,20,20,20,20,7.764150943,0.1367028,7.900853743,-0.129054855,7.771798888,18,19.812,19.6,EXPOSURE,B1,TRUE,L18_A_20180705_10,NA,L18_A_20180705_10_NA,L18_A_20180705_10_05Jul2019L18_A_20180705_02_05Jul2019,L18_Recalc_05Jul19,FALSE,TRUE,149.6,24.462,1367.33,1372.61292,1352.608008,1415.74,1410.986434,690.97,1306.09,42.02,24.5,1.11,0.68,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,27,Acclimation,-78,-79,-79,-78.66666667,20.1,20.1,20,20.06666667,7.724528302,0.1367028,7.861231102,-0.129054855,7.732176247,18,19.812,18.9,ACCLIMATION,NA,TRUE,L18_A_20180705_27,19-Jul-18,L18_A_20180705_27_19Jul2018,L18_A_20180705_27_19Jul2018,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,4,400,-76,-76,-75,-75.66666667,20,20,20,20,7.673584906,0.1367028,7.810287706,-0.129054855,7.681232851,18,19.812,19.5,EXPOSURE,B1,TRUE,L18_A_20180705_4,19-Jul-18,L18_A_20180705_4_19Jul2018,L18_A_20180705_04_19Jul2018,TRUE,FALSE,TRUE,147.5,23.746,1446.46,1446.257561,1445.835675,1483.58,1485.483548,727.44,1376.21,44.19,25.86,1.17,0.72,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,17,400,-78,-78,-79,-78.33333333,20,20,20,20,7.718867925,0.1367028,7.855570725,-0.129054855,7.72651587,18,19.812,19.6,EXPOSURE,B2,TRUE,L18_A_20180705_17,19-Jul-18,L18_A_20180705_17_19Jul2018,L18_A_20180705_17_19Jul2018,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,28,Acclimation,-73,-73,-72,-72.66666667,20,20,20,20,7.622641509,0.1367028,7.759344309,-0.129054855,7.630289454,18,19.812,18.9,ACCLIMATION,NA,TRUE,L18_A_20180705_28,19-Jul-18,L18_A_20180705_28_19Jul2018,L18_A_20180705_28_19Jul2018,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,5,400,-75,-75,-74,-74.66666667,20,20,20,20,7.656603774,0.1367028,7.793306574,-0.129054855,7.664251719,18,19.812,18.7,EXPOSURE,B2,TRUE,L18_A_20180705_5,NA,L18_A_20180705_5_NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,30,Acclimation,-71,-72,-71,-71.33333333,20,20,20.1,20.03333333,7.6,0.1373928,7.7373928,-0.129054855,7.608337945,18,19.912,18.9,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,14,2600,-38,-38,-38,-38,20,20,20,20,7.033962264,0.1367028,7.170665064,-0.129054855,7.041610209,18,19.812,19.3,EXPOSURE,B2,TRUE,L18_A_20180705_14,19-Jul-18,L18_A_20180705_14_19Jul2018,L18_A_20180705_14_19Jul2018,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,19,2600,-37,-37,-37,-37,20,20,20,20,7.016981132,0.1367028,7.153683932,-0.129054855,7.024629077,18,19.812,19.6,EXPOSURE,B1,TRUE,L18_A_20180705_19,19-Jul-18,L18_A_20180705_19_19Jul2018,NA,TRUE,FALSE,TRUE,182.3,24.955999,1673.13,1672.895837,1668.533621,1565.65,1566.869349,3464.61,1538.43,11.65,122.81,0.31,0.19,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,7,2600,-41,-41,-41,-41,20,20,20,20,7.08490566,0.1367028,7.22160846,-0.129054855,7.092553605,18,19.812,19,EXPOSURE,B1,TRUE,L18_A_20180705_7,19-Jul-18,L18_A_20180705_7_19Jul2018,NA,TRUE,FALSE,TRUE,178.75,24.969,1900.89,1900.623961,1897.826561,1807.41,1809.205056,3165.94,1770.05,16.41,114.17,0.43,0.27,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,8,2600,-41,-41,-41,-41,20,20,20,20,7.08490566,0.1367028,7.22160846,-0.129054855,7.092553605,18,19.812,19.1,EXPOSURE,B2,TRUE,L18_A_20180705_8,19-Jul-18,L18_A_20180705_8_19Jul2018,L_18_A_20180705_8_19Jul2018,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,22,400,-81,-81,-80,-80.66666667,20,20,20,20,7.758490566,0.1367028,7.895193366,-0.129054855,7.766138511,18,19.812,19.4,EXPOSURE,B1,TRUE,L18_A_20180705_22,NA,L18_A_20180705_22_NA,L18_A_20180705_05_05Jul2019L18_A_20180705_22_05Jul2019,L18_Recalc_05Jul19,FALSE,TRUE,150.65,25.077,1384.18,1389.528023,1375.104259,1438.86,1433.729156,650.34,1321.08,45.25,23.19,1.2,0.73,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,11,400,-80,-80,-80,-80,20,20,20,20,7.747169811,0.1367028,7.883872611,-0.129054855,7.754817756,18,19.812,19.5,EXPOSURE,B2,TRUE,L18_A_20180705_11,19-Jul-18,L18_A_20180705_11_19Jul2018,L_18_A_20180705_11_19Jul2018,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,29,Acclimation,-73,-73,-73,-73,20,20,20,20,7.628301887,0.1367028,7.765004687,-0.129054855,7.635949832,18,19.812,18.9,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,25,Acclimation,-80,-80,-79,-79.66666667,20.1,20.1,20.1,20.1,7.741509434,0.1373928,7.878902234,-0.129054855,7.749847379,18,19.912,18.9,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,20,2600,-38,-38,-37,-37.66666667,20.1,20.1,20,20.06666667,7.028301887,0.1367028,7.165004687,-0.129054855,7.035949832,18,19.812,19.2,EXPOSURE,B2,TRUE,L18_A_20180705_20,NA,L18_A_20180705_20_NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,3,2600,-42,-41,-41,-41.33333333,20,20,20,20,7.090566038,0.1367028,7.227268838,-0.129054855,7.098213983,18,19.812,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,1,2600,-41,-41,-42,-41.33333333,20,20,20,20,7.090566038,0.1367028,7.227268838,-0.129054855,7.098213983,18,19.812,19.3,EXPOSURE,B1,TRUE,L18_A_20180705_1,NA,L18_A_20180705_1_NA,L18_A_20180705_1maybe_09Jul19,L18_Recalc_09Jul19,FALSE,TRUE,184.75,24.503,1594.3,1597.256855,1580.878599,1524.1,1524.930416,2604.52,1489.8,14.3,93.16,0.38,0.23,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,13,2600,-39,-39,-39,-39,20,20,20,20,7.050943396,0.1367028,7.187646196,-0.129054855,7.058591341,18,19.812,19.3,EXPOSURE,B1,TRUE,L18_A_20180705_13,19-Jul-18,L18_A_20180705_13_19Jul2018,L18_A_20180705_13_19Jul2018,TRUE,FALSE,TRUE,181.9,25.031,1649.05,1648.819207,1679.246757,1584.48,1585.927099,2426.22,1545.52,16.56,86.74,0.44,0.27,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,18,400,-80,-79,-79,-79.33333333,20,20,20,20,7.735849057,0.1367028,7.872551857,-0.129054855,7.743497002,18,19.812,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,23,400,-81,-81,-81,-81,20,20,20.1,20.03333333,7.764150943,0.1373928,7.901543743,-0.129054855,7.772488888,18,19.912,19,EXPOSURE,B2,TRUE,L18_A_20180705_23,NA,L18_A_20180705_23_NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,2,2600,-42,-42,-42,-42,20,20,20,20,7.101886792,0.1367028,7.238589592,-0.129054855,7.109534737,18,19.812,19.1,EXPOSURE,B2,TRUE,L18_A_20180705_2,NA,L18_A_20180705_2_NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,12,400,-81,-81,-80,-80.66666667,20,20,20,20,7.758490566,0.1367028,7.895193366,-0.129054855,7.766138511,18,19.812,19.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,24,400,-83,-83,-82,-82.66666667,20.1,20,20,20.03333333,7.79245283,0.1367028,7.92915563,-0.129054855,7.800100775,18,19.812,19.4,TEST,NA,FALSE,NA,19-Jul-18,NA,l18_A_20180705_24_19Jul2018,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,21,2600,-38,-39,-38,-38.33333333,20,20,20,20,7.039622642,0.1367028,7.176325442,-0.129054855,7.047270587,18,19.812,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,16,400,-79,-79,-79,-79,20,20,20,20,7.730188679,0.1367028,7.866891479,-0.129054855,7.737836624,18,19.812,19,EXPOSURE,B1,TRUE,L18_A_20180705_16,19-Jul-18,L18_A_20180705_16_19Jul2018,L18_A_20180705_16_19Jul2018,TRUE,FALSE,TRUE,145.45,25.021,1461.7,1461.495428,1478.104397,1523.1,1523.919347,562.33,1384.68,56.54,20.28,1.49,0.91,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,6,400,-76,-76,-76,-76,20,20,20,20,7.679245283,0.1367028,7.815948083,-0.129054855,7.686893228,18,19.812,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
18,20180705,26,Acclimation,-79,-79,-79,-79,20.1,20.1,20.1,20.1,7.730188679,0.1373928,7.867581479,-0.129054855,7.738526624,18,19.912,18.9,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.5,33.5,33.5,162,33.312,-0.188,-36,-36,-36,-36,-213,-213,-212,-212.6666667,-0.016981132,6.388679245
19,20180709,26,Acclimation,-70,-70,-69,-69.66666667,20.1,20.1,20.1,20.1,7.71024735,0.1380828,7.84833015,-0.129054855,7.719275295,19,20.012,19.6,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,8,2600,-34,-34,-34,-34,20,20,20,20,7.143109541,0.1373928,7.280502341,-0.129054855,7.151447486,19,19.912,20,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,2,2600,-36,-36,-36,-36,20.1,20.1,20.1,20.1,7.174911661,0.1380828,7.312994461,-0.129054855,7.183939606,19,20.012,20,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,4,400,-68,-68,-68,-68,20.1,20.1,20.1,20.1,7.683745583,0.1380828,7.821828383,-0.129054855,7.692773528,19,20.012,20.5,EXPOSURE,B1,TRUE,L18_A_20180709_4,NA,L18_A_20180709_4_NA,L18_A_2010709_04_06Jul2019,L18_Recalc_06Jul19,FALSE,FALSE,156.45,24.858,1462.3,1467.829712,1464.094883,1508.25,1512.217726,729.34,1395.07,47.57,25.19,1.26,0.78,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,30,Acclimation,-34,-34,-34,-34,20.1,20.1,20.1,20.1,7.143109541,0.1380828,7.281192341,-0.129054855,7.152137486,19,20.012,21,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,12,400,-71,-71,-71,-71,20.1,20.1,20.1,20.1,7.731448763,0.1380828,7.869531563,-0.129054855,7.740476708,19,20.012,20.5,EXPOSURE,B3,TRUE,L18_A_20180709_12,NA,L18_A_20180709_12_NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,29,Acclimation,-33,-33,-33,-33,20.1,20.1,20.1,20.1,7.127208481,0.1380828,7.265291281,-0.129054855,7.136236426,19,20.012,21,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,11,400,-71,-71,-71,-71,20.1,20.1,20.1,20.1,7.731448763,0.1380828,7.869531563,-0.129054855,7.740476708,19,20.012,20.5,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,28,Acclimation,-33,-33,-33,-33,20.1,20.1,20.1,20.1,7.127208481,0.1380828,7.265291281,-0.129054855,7.136236426,19,20.012,20.1,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,16,400,-68,-68,-68,-68,20.1,20.1,20.1,20.1,7.683745583,0.1380828,7.821828383,-0.129054855,7.692773528,19,20.012,19.7,EXPOSURE,B1,TRUE,L18_A_20180709_16,NA,L18_A_20180709_16_NA,L18_A_20180709_16_06Jul2019,L18_Recalc_06Jul19,FALSE,FALSE,151.15,24.959,1459.38,1464.89867,1469.192453,1519.64,1523.058716,608.55,1388.93,54.47,21.5,1.44,0.88,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,25,Acclimation,-70,-69,-69,-69.33333333,20.1,20.1,20.1,20.1,7.704946996,0.1380828,7.843029796,-0.129054855,7.713974941,19,20.012,19.6,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,24,400,-71,-71,-71,-71,20.1,20.1,20.1,20.1,7.731448763,0.1380828,7.869531563,-0.129054855,7.740476708,19,20.012,19.5,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,7,2600,-34,-34,-34,-34,20,20.1,20,20.03333333,7.143109541,0.1373928,7.280502341,-0.129054855,7.151447486,19,19.912,19.9,EXPOSURE,B1,TRUE,L18_A_20180709_7,NA,L18_A_20180709_7_NA,L18_A_20180709_07_06Jul2019,L18_Recalc_06Jul19,FALSE,FALSE,181.55,24.735001,1839.66,1846.616705,1830.903413,1778.84,1784.226196,2575.81,1735.86,20.24,90.52,0.54,0.33,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,14,2600,-31,-31,-31,-31,20.1,20.1,20.1,20.1,7.09540636,0.1380828,7.23348916,-0.129054855,7.104434305,19,20.012,20.1,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,22,400,-72,-71,-71,-71.33333333,20.1,20.1,20.1,20.1,7.736749117,0.1380828,7.874831917,-0.129054855,7.745777062,19,20.012,20.7,EXPOSURE,B1,TRUE,L18_A_20180709_22,NA,L18_A_20180709_22_NA,L18_A_20180709_22_06Jul2019,L18_Recalc_06Jul19,FALSE,FALSE,153.85,24.58,1407.45,1412.772296,1397.983929,1453.67,1457.751789,696.13,1342.3,46.56,23.91,1.24,0.76,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,3,2600,-36,-36,-36,-36,20.1,20.1,20.1,20.1,7.174911661,0.1380828,7.312994461,-0.129054855,7.183939606,19,20.012,20,EXPOSURE,B3,TRUE,L18_A_20180709_3,NA,L18_A_20180709_3_NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,21,2600,-29,-29,-29,-29,20.1,20.1,20.1,20.1,7.06360424,0.1380828,7.20168704,-0.129054855,7.072632185,19,20.012,20.6,EXPOSURE,B3,TRUE,L18_A_20180709_21,NA,L18_A_20180709_21_NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,9,2600,-36,-36,-36,-36,20,20,20,20,7.174911661,0.1373928,7.312304461,-0.129054855,7.183249606,19,19.912,19.8,EXPOSURE,B3,TRUE,L18_A_20180709_9,NA,L18_A_20180709_9_NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,5,400,-68,-69,-68,-68.33333333,20.1,20.1,20.1,20.1,7.689045936,0.1380828,7.827128736,-0.129054855,7.698073881,19,20.012,20.2,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,23,400,-71,-71,-71,-71,20.1,20.1,20.1,20.1,7.731448763,0.1380828,7.869531563,-0.129054855,7.740476708,19,20.012,20.6,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,10,400,-71,-71,-71,-71,20.1,20.1,20.1,20.1,7.731448763,0.1380828,7.869531563,-0.129054855,7.740476708,19,20.012,20.5,EXPOSURE,B1,TRUE,L18_A_20180709_10,NA,L18_A_20180709_10_NA,L18_A_20180709_10,L18_Recalc_06Jul19,FALSE,FALSE,151.15,24.281,1394.68,1399.954006,1394.559306,1453.4,1457.049132,597.7,1326.81,52.51,20.64,1.39,0.86,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,20,2600,-29,-29,-29,-29,20.1,20.1,20.1,20.1,7.06360424,0.1380828,7.20168704,-0.129054855,7.072632185,19,20.012,19.9,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
19,20180709,27,Acclimation,-70,-70,-68,-69.33333333,20.1,20.1,20.1,20.1,7.704946996,0.1380828,7.843029796,-0.129054855,7.713974941,19,20.012,19.6,ACCLIMATION,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,33.4,33.4,33.4,162,33.312,-0.088,-23,-26,-26,-25,-214,-213,-214,-213.6666667,-0.01590106,6.602473498
